date_pk,date_id,date,day,month,quarter,year,day_of_week,the_day,the_month
427,19740805,1974-08-05,5,8,Q3,1974,1,Monday,August
428,19740812,1974-08-12,12,8,Q3,1974,1,Monday,August
429,19740731,1974-07-31,31,7,Q3,1974,3,Wednesday,July
430,19740917,1974-09-17,17,9,Q3,1974,2,Tuesday,September
431,19740923,1974-09-23,23,9,Q3,1974,1,Monday,September
432,19741014,1974-10-14,14,10,Q4,1974,1,Monday,October
433,19740415,1974-04-15,15,4,Q2,1974,1,Monday,April
434,19741020,1974-10-20,20,10,Q4,1974,7,Sunday,October
435,19741103,1974-11-03,3,11,Q4,1974,7,Sunday,November
436,19740603,1974-06-03,3,6,Q2,1974,1,Monday,June
437,19740624,1974-06-24,24,6,Q2,1974,1,Monday,June
438,19740828,1974-08-28,28,8,Q3,1974,3,Wednesday,August
439,19731226,1973-12-26,26,12,Q4,1973,3,Wednesday,December
440,19741210,1974-12-10,10,12,Q4,1974,2,Tuesday,December
441,19740508,1974-05-08,8,5,Q2,1974,3,Wednesday,May
442,19740310,1974-03-10,10,3,Q1,1974,7,Sunday,March
443,19740709,1974-07-09,9,7,Q3,1974,2,Tuesday,July
444,19740114,1974-01-14,14,1,Q1,1974,1,Monday,January
445,19740311,1974-03-11,11,3,Q1,1974,1,Monday,March
446,19740130,1974-01-30,30,1,Q1,1974,3,Wednesday,January
447,19740601,1974-06-01,1,6,Q2,1974,6,Saturday,June
448,19740330,1974-03-30,30,3,Q1,1974,6,Saturday,March
449,19741202,1974-12-02,2,12,Q4,1974,1,Monday,December
450,19740129,1974-01-29,29,1,Q1,1974,2,Tuesday,January
451,19740307,1974-03-07,7,3,Q1,1974,4,Thursday,March
452,19741216,1974-12-16,16,12,Q4,1974,1,Monday,December
453,19740501,1974-05-01,1,5,Q2,1974,3,Wednesday,May
454,19741220,1974-12-20,20,12,Q4,1974,5,Friday,December
455,19741115,1974-11-15,15,11,Q4,1974,5,Friday,November
456,19740510,1974-05-10,10,5,Q2,1974,5,Friday,May
457,19740503,1974-05-03,3,5,Q2,1974,5,Friday,May
458,19740322,1974-03-22,22,3,Q1,1974,5,Friday,March
459,19740419,1974-04-19,19,4,Q2,1974,5,Friday,April
460,19740913,1974-09-13,13,9,Q3,1974,5,Friday,September
461,19741213,1974-12-13,13,12,Q4,1974,5,Friday,December
462,19740927,1974-09-27,27,9,Q3,1974,5,Friday,September
463,19741004,1974-10-04,4,10,Q4,1974,5,Friday,October
464,19741011,1974-10-11,11,10,Q4,1974,5,Friday,October
465,19740308,1974-03-08,8,3,Q1,1974,5,Friday,March
466,19740111,1974-01-11,11,1,Q1,1974,5,Friday,January
467,19740104,1974-01-04,4,1,Q1,1974,5,Friday,January
468,19740504,1974-05-04,4,5,Q2,1974,6,Saturday,May
469,19740719,1974-07-19,19,7,Q3,1974,5,Friday,July
470,19740926,1974-09-26,26,9,Q3,1974,4,Thursday,September
471,19740412,1974-04-12,12,4,Q2,1974,5,Friday,April
472,19740405,1974-04-05,5,4,Q2,1974,5,Friday,April
473,19740920,1974-09-20,20,9,Q3,1974,5,Friday,September
474,19740823,1974-08-23,23,8,Q3,1974,5,Friday,August
475,19740802,1974-08-02,2,8,Q3,1974,5,Friday,August
476,19741003,1974-10-03,3,10,Q4,1974,4,Thursday,October
477,19741206,1974-12-06,6,12,Q4,1974,5,Friday,December
478,19740426,1974-04-26,26,4,Q2,1974,5,Friday,April
479,19740912,1974-09-12,12,9,Q3,1974,4,Thursday,September
480,19741031,1974-10-31,31,10,Q4,1974,4,Thursday,October
481,19740524,1974-05-24,24,5,Q2,1974,5,Friday,May
482,19741129,1974-11-29,29,11,Q4,1974,5,Friday,November
483,19740517,1974-05-17,17,5,Q2,1974,5,Friday,May
484,19740726,1974-07-26,26,7,Q3,1974,5,Friday,July
485,19740304,1974-03-04,4,3,Q1,1974,1,Monday,March
486,19740610,1974-06-10,10,6,Q2,1974,1,Monday,June
487,19741029,1974-10-29,29,10,Q4,1974,2,Tuesday,October
488,19750223,1975-02-23,23,2,Q1,1975,7,Sunday,February
489,19750203,1975-02-03,3,2,Q1,1975,1,Monday,February
490,19751026,1975-10-26,26,10,Q4,1975,7,Sunday,October
491,19750921,1975-09-21,21,9,Q3,1975,7,Sunday,September
492,19751115,1975-11-15,15,11,Q4,1975,6,Saturday,November
493,19750113,1975-01-13,13,1,Q1,1975,1,Monday,January
494,19750129,1975-01-29,29,1,Q1,1975,3,Wednesday,January
495,19750224,1975-02-24,24,2,Q1,1975,1,Monday,February
496,19750304,1975-03-04,4,3,Q1,1975,2,Tuesday,March
497,19750317,1975-03-17,17,3,Q1,1975,1,Monday,March
498,19750427,1975-04-27,27,4,Q2,1975,7,Sunday,April
499,19750720,1975-07-20,20,7,Q3,1975,7,Sunday,July
500,19751005,1975-10-05,5,10,Q4,1975,7,Sunday,October
501,19750403,1975-04-03,3,4,Q2,1975,4,Thursday,April
502,19750303,1975-03-03,3,3,Q1,1975,1,Monday,March
503,19750310,1975-03-10,10,3,Q1,1975,1,Monday,March
504,19751117,1975-11-17,17,11,Q4,1975,1,Monday,November
505,19750217,1975-02-17,17,2,Q1,1975,1,Monday,February
506,19750407,1975-04-07,7,4,Q2,1975,1,Monday,April
507,19750112,1975-01-12,12,1,Q1,1975,7,Sunday,January
508,19750210,1975-02-10,10,2,Q1,1975,1,Monday,February
509,19751110,1975-11-10,10,11,Q4,1975,1,Monday,November
510,19750428,1975-04-28,28,4,Q2,1975,1,Monday,April
511,19750507,1975-05-07,7,5,Q2,1975,3,Wednesday,May
512,19751012,1975-10-12,12,10,Q4,1975,7,Sunday,October
513,19750206,1975-02-06,6,2,Q1,1975,4,Thursday,February
514,19750707,1975-07-07,7,7,Q3,1975,1,Monday,July
515,19750713,1975-07-13,13,7,Q3,1975,7,Sunday,July
516,19750209,1975-02-09,9,2,Q1,1975,7,Sunday,February
517,19751102,1975-11-02,2,11,Q4,1975,7,Sunday,November
518,19751006,1975-10-06,6,10,Q4,1975,1,Monday,October
519,19751221,1975-12-21,21,12,Q4,1975,7,Sunday,December
520,19750812,1975-08-12,12,8,Q3,1975,2,Tuesday,August
521,19750512,1975-05-12,12,5,Q2,1975,1,Monday,May
522,19750616,1975-06-16,16,6,Q2,1975,1,Monday,June
523,19751027,1975-10-27,27,10,Q4,1975,1,Monday,October
524,19750414,1975-04-14,14,4,Q2,1975,1,Monday,April
525,19750120,1975-01-20,20,1,Q1,1975,1,Monday,January
526,19750324,1975-03-24,24,3,Q1,1975,1,Monday,March
527,19750323,1975-03-23,23,3,Q1,1975,7,Sunday,March
528,19750519,1975-05-19,19,5,Q2,1975,1,Monday,May
529,19750525,1975-05-25,25,5,Q2,1975,7,Sunday,May
530,19750818,1975-08-18,18,8,Q3,1975,1,Monday,August
531,19750721,1975-07-21,21,7,Q3,1975,1,Monday,July
532,19750804,1975-08-04,4,8,Q3,1975,1,Monday,August
533,19750811,1975-08-11,11,8,Q3,1975,1,Monday,August
534,19750729,1975-07-29,29,7,Q3,1975,2,Tuesday,July
535,19750915,1975-09-15,15,9,Q3,1975,1,Monday,September
536,19750926,1975-09-26,26,9,Q3,1975,5,Friday,September
537,19751013,1975-10-13,13,10,Q4,1975,1,Monday,October
538,19750411,1975-04-11,11,4,Q2,1975,5,Friday,April
539,19751019,1975-10-19,19,10,Q4,1975,7,Sunday,October
540,19751106,1975-11-06,6,11,Q4,1975,4,Thursday,November
541,19750421,1975-04-21,21,4,Q2,1975,1,Monday,April
542,19750604,1975-06-04,4,6,Q2,1975,3,Wednesday,June
543,19750623,1975-06-23,23,6,Q2,1975,1,Monday,June
544,19750827,1975-08-27,27,8,Q3,1975,3,Wednesday,August
545,19741221,1974-12-21,21,12,Q4,1974,6,Saturday,December
546,19751130,1975-11-30,30,11,Q4,1975,7,Sunday,November
547,19750929,1975-09-29,29,9,Q3,1975,1,Monday,September
548,19750326,1975-03-26,26,3,Q1,1975,3,Wednesday,March
549,19750311,1975-03-11,11,3,Q1,1975,2,Tuesday,March
550,19750420,1975-04-20,20,4,Q2,1975,7,Sunday,April
551,19750805,1975-08-05,5,8,Q3,1975,2,Tuesday,August
552,19750128,1975-01-28,28,1,Q1,1975,2,Tuesday,January
553,19750331,1975-03-31,31,3,Q1,1975,1,Monday,March
554,19750127,1975-01-27,27,1,Q1,1975,1,Monday,January
555,19750118,1975-01-18,18,1,Q1,1975,6,Saturday,January
556,19750306,1975-03-06,6,3,Q1,1975,4,Thursday,March
557,19750526,1975-05-26,26,5,Q2,1975,1,Monday,May
558,19751226,1975-12-26,26,12,Q4,1975,5,Friday,December
559,19751031,1975-10-31,31,10,Q4,1975,5,Friday,October
560,19750110,1975-01-10,10,1,Q1,1975,5,Friday,January
561,19750228,1975-02-28,28,2,Q1,1975,5,Friday,February
562,19750502,1975-05-02,2,5,Q2,1975,5,Friday,May
563,19750509,1975-05-09,9,5,Q2,1975,5,Friday,May
564,19751219,1975-12-19,19,12,Q4,1975,5,Friday,December
565,19751017,1975-10-17,17,10,Q4,1975,5,Friday,October
566,19751128,1975-11-28,28,11,Q4,1975,5,Friday,November
567,19751107,1975-11-07,7,11,Q4,1975,5,Friday,November
568,19750718,1975-07-18,18,7,Q3,1975,5,Friday,July
569,19750919,1975-09-19,19,9,Q3,1975,5,Friday,September
570,19750516,1975-05-16,16,5,Q2,1975,5,Friday,May
571,19750725,1975-07-25,25,7,Q3,1975,5,Friday,July
572,19750620,1975-06-20,20,6,Q2,1975,5,Friday,June
573,19750523,1975-05-23,23,5,Q2,1975,5,Friday,May
574,19750905,1975-09-05,5,9,Q3,1975,5,Friday,September
575,19751001,1975-10-01,1,10,Q4,1975,3,Wednesday,October
576,19750117,1975-01-17,17,1,Q1,1975,5,Friday,January
577,19751010,1975-10-10,10,10,Q4,1975,5,Friday,October
578,19751002,1975-10-02,2,10,Q4,1975,4,Thursday,October
579,19750822,1975-08-22,22,8,Q3,1975,5,Friday,August
580,19750131,1975-01-31,31,1,Q1,1975,5,Friday,January
581,19750912,1975-09-12,12,9,Q3,1975,5,Friday,September
582,19751020,1975-10-20,20,10,Q4,1975,1,Monday,October
583,19750510,1975-05-10,10,5,Q2,1975,6,Saturday,May
584,19760710,1976-07-10,10,7,Q3,1976,6,Saturday,July
585,19761004,1976-10-04,4,10,Q4,1976,1,Monday,October
586,19760913,1976-09-13,13,9,Q3,1976,1,Monday,September
587,19761011,1976-10-11,11,10,Q4,1976,1,Monday,October
588,19761101,1976-11-01,1,11,Q4,1976,1,Monday,November
589,19761122,1976-11-22,22,11,Q4,1976,1,Monday,November
590,19760210,1976-02-10,10,2,Q1,1976,2,Tuesday,February
591,19760330,1976-03-30,30,3,Q1,1976,2,Tuesday,March
592,19761115,1976-11-15,15,11,Q4,1976,1,Monday,November
593,19761025,1976-10-25,25,10,Q4,1976,1,Monday,October
594,19760405,1976-04-05,5,4,Q2,1976,1,Monday,April
595,19760202,1976-02-02,2,2,Q1,1976,1,Monday,February
596,19760614,1976-06-14,14,6,Q2,1976,1,Monday,June
597,19760404,1976-04-04,4,4,Q2,1976,7,Sunday,April
598,19760309,1976-03-09,9,3,Q1,1976,2,Tuesday,March
599,19751231,1975-12-31,31,12,Q4,1975,3,Wednesday,December
600,19760504,1976-05-04,4,5,Q2,1976,2,Tuesday,May
601,19760425,1976-04-25,25,4,Q2,1976,7,Sunday,April
602,19760503,1976-05-03,3,5,Q2,1976,1,Monday,May
603,19760704,1976-07-04,4,7,Q3,1976,7,Sunday,July
604,19760916,1976-09-16,16,9,Q3,1976,4,Thursday,September
605,19760713,1976-07-13,13,7,Q3,1976,2,Tuesday,July
606,19760718,1976-07-18,18,7,Q3,1976,7,Sunday,July
607,19760129,1976-01-29,29,1,Q1,1976,4,Thursday,January
608,19760301,1976-03-01,1,3,Q1,1976,1,Monday,March
609,19761107,1976-11-07,7,11,Q4,1976,7,Sunday,November
610,19761226,1976-12-26,26,12,Q4,1976,7,Sunday,December
611,19760809,1976-08-09,9,8,Q3,1976,1,Monday,August
612,19760105,1976-01-05,5,1,Q1,1976,1,Monday,January
613,19760510,1976-05-10,10,5,Q2,1976,1,Monday,May
614,19760615,1976-06-15,15,6,Q2,1976,2,Tuesday,June
615,19760214,1976-02-14,14,2,Q1,1976,6,Saturday,February
616,19761204,1976-12-04,4,12,Q4,1976,6,Saturday,December
617,19760420,1976-04-20,20,4,Q2,1976,2,Tuesday,April
618,19761202,1976-12-02,2,12,Q4,1976,4,Thursday,December
619,19760215,1976-02-15,15,2,Q1,1976,7,Sunday,February
620,19760126,1976-01-26,26,1,Q1,1976,1,Monday,January
621,19760406,1976-04-06,6,4,Q2,1976,2,Tuesday,April
622,19760223,1976-02-23,23,2,Q1,1976,1,Monday,February
623,19760413,1976-04-13,13,4,Q2,1976,2,Tuesday,April
624,19760114,1976-01-14,14,1,Q1,1976,3,Wednesday,January
625,19760517,1976-05-17,17,5,Q2,1976,1,Monday,May
626,19760524,1976-05-24,24,5,Q2,1976,1,Monday,May
627,19760823,1976-08-23,23,8,Q3,1976,1,Monday,August
628,19760726,1976-07-26,26,7,Q3,1976,1,Monday,July
629,19760817,1976-08-17,17,8,Q3,1976,2,Tuesday,August
630,19760712,1976-07-12,12,7,Q3,1976,1,Monday,July
631,19760920,1976-09-20,20,9,Q3,1976,1,Monday,September
632,19760927,1976-09-27,27,9,Q3,1976,1,Monday,September
633,19761018,1976-10-18,18,10,Q4,1976,1,Monday,October
634,19761123,1976-11-23,23,11,Q4,1976,2,Tuesday,November
635,19760418,1976-04-18,18,4,Q2,1976,7,Sunday,April
636,19760118,1976-01-18,18,1,Q1,1976,7,Sunday,January
637,19760531,1976-05-31,31,5,Q2,1976,1,Monday,May
638,19760621,1976-06-21,21,6,Q2,1976,1,Monday,June
639,19760901,1976-09-01,1,9,Q3,1976,3,Wednesday,September
640,19761205,1976-12-05,5,12,Q4,1976,7,Sunday,December
641,19760120,1976-01-20,20,1,Q1,1976,2,Tuesday,January
642,19760224,1976-02-24,24,2,Q1,1976,2,Tuesday,February
643,19760217,1976-02-17,17,2,Q1,1976,2,Tuesday,February
644,19760422,1976-04-22,22,4,Q2,1976,4,Thursday,April
645,19760317,1976-03-17,17,3,Q1,1976,3,Wednesday,March
646,19760310,1976-03-10,10,3,Q1,1976,3,Wednesday,March
647,19760308,1976-03-08,8,3,Q1,1976,1,Monday,March
648,19760328,1976-03-28,28,3,Q1,1976,7,Sunday,March
649,19760522,1976-05-22,22,5,Q2,1976,6,Saturday,May
650,19760107,1976-01-07,7,1,Q1,1976,3,Wednesday,January
651,19760802,1976-08-02,2,8,Q3,1976,1,Monday,August
652,19760112,1976-01-12,12,1,Q1,1976,1,Monday,January
653,19760808,1976-08-08,8,8,Q3,1976,7,Sunday,August
654,19760315,1976-03-15,15,3,Q1,1976,1,Monday,March
655,19760208,1976-02-08,8,2,Q1,1976,7,Sunday,February
656,19760322,1976-03-22,22,3,Q1,1976,1,Monday,March
657,19760204,1976-02-04,4,2,Q1,1976,3,Wednesday,February
658,19760316,1976-03-16,16,3,Q1,1976,2,Tuesday,March
659,19760125,1976-01-25,25,1,Q1,1976,7,Sunday,January
660,19760304,1976-03-04,4,3,Q1,1976,4,Thursday,March
661,19760825,1976-08-25,25,8,Q3,1976,3,Wednesday,August
662,19761217,1976-12-17,17,12,Q4,1976,5,Friday,December
663,19760305,1976-03-05,5,3,Q1,1976,5,Friday,March
664,19761112,1976-11-12,12,11,Q4,1976,5,Friday,November
665,19760109,1976-01-09,9,1,Q1,1976,5,Friday,January
666,19760924,1976-09-24,24,9,Q3,1976,5,Friday,September
667,19760227,1976-02-27,27,2,Q1,1976,5,Friday,February
668,19760430,1976-04-30,30,4,Q2,1976,5,Friday,April
669,19760917,1976-09-17,17,9,Q3,1976,5,Friday,September
670,19761030,1976-10-30,30,10,Q4,1976,6,Saturday,October
671,19761029,1976-10-29,29,10,Q4,1976,5,Friday,October
672,19761103,1976-11-03,3,11,Q4,1976,3,Wednesday,November
673,19760426,1976-04-26,26,4,Q2,1976,1,Monday,April
674,19761008,1976-10-08,8,10,Q4,1976,5,Friday,October
675,19761022,1976-10-22,22,10,Q4,1976,5,Friday,October
676,19760514,1976-05-14,14,5,Q2,1976,5,Friday,May
677,19760101,1976-01-01,1,1,Q1,1976,4,Thursday,January
678,19760723,1976-07-23,23,7,Q3,1976,5,Friday,July
679,19760828,1976-08-28,28,8,Q3,1976,6,Saturday,August
680,19760708,1976-07-08,8,7,Q3,1976,4,Thursday,July
681,19760805,1976-08-05,5,8,Q3,1976,4,Thursday,August
682,19760520,1976-05-20,20,5,Q2,1976,4,Thursday,May
683,19760402,1976-04-02,2,4,Q2,1976,5,Friday,April
684,19760813,1976-08-13,13,8,Q3,1976,5,Friday,August
685,19761210,1976-12-10,10,12,Q4,1976,5,Friday,December
686,19760116,1976-01-16,16,1,Q1,1976,5,Friday,January
687,19760716,1976-07-16,16,7,Q3,1976,5,Friday,July
688,19760521,1976-05-21,21,5,Q2,1976,5,Friday,May
689,19761015,1976-10-15,15,10,Q4,1976,5,Friday,October
690,19761001,1976-10-01,1,10,Q4,1976,5,Friday,October
691,19761012,1976-10-12,12,10,Q4,1976,2,Tuesday,October
692,19770112,1977-01-12,12,1,Q1,1977,3,Wednesday,January
693,19770711,1977-07-11,11,7,Q3,1977,1,Monday,July
694,19771128,1977-11-28,28,11,Q4,1977,1,Monday,November
695,19770919,1977-09-19,19,9,Q3,1977,1,Monday,September
696,19770314,1977-03-14,14,3,Q1,1977,1,Monday,March
697,19770411,1977-04-11,11,4,Q2,1977,1,Monday,April
698,19771003,1977-10-03,3,10,Q4,1977,1,Monday,October
699,19771121,1977-11-21,21,11,Q4,1977,1,Monday,November
700,19771205,1977-12-05,5,12,Q4,1977,1,Monday,December
701,19770215,1977-02-15,15,2,Q1,1977,2,Tuesday,February
702,19770914,1977-09-14,14,9,Q3,1977,3,Wednesday,September
703,19770917,1977-09-17,17,9,Q3,1977,6,Saturday,September
704,19770321,1977-03-21,21,3,Q1,1977,1,Monday,March
705,19771024,1977-10-24,24,10,Q4,1977,1,Monday,October
706,19770308,1977-03-08,8,3,Q1,1977,2,Tuesday,March
707,19770328,1977-03-28,28,3,Q1,1977,1,Monday,March
708,19770613,1977-06-13,13,6,Q2,1977,1,Monday,June
709,19770110,1977-01-10,10,1,Q1,1977,1,Monday,January
710,19770216,1977-02-16,16,2,Q1,1977,3,Wednesday,February
711,19770426,1977-04-26,26,4,Q2,1977,2,Tuesday,April
712,19771010,1977-10-10,10,10,Q4,1977,1,Monday,October
713,19770418,1977-04-18,18,4,Q2,1977,1,Monday,April
714,19770703,1977-07-03,3,7,Q3,1977,7,Sunday,July
715,19770704,1977-07-04,4,7,Q3,1977,1,Monday,July
716,19770712,1977-07-12,12,7,Q3,1977,2,Tuesday,July
717,19771025,1977-10-25,25,10,Q4,1977,2,Tuesday,October
718,19771031,1977-10-31,31,10,Q4,1977,1,Monday,October
719,19771107,1977-11-07,7,11,Q4,1977,1,Monday,November
720,19771212,1977-12-12,12,12,Q4,1977,1,Monday,December
721,19770926,1977-09-26,26,9,Q3,1977,1,Monday,September
722,19770808,1977-08-08,8,8,Q3,1977,1,Monday,August
723,19770228,1977-02-28,28,2,Q1,1977,1,Monday,February
724,19770606,1977-06-06,6,6,Q2,1977,1,Monday,June
725,19770214,1977-02-14,14,2,Q1,1977,1,Monday,February
726,19771114,1977-11-14,14,11,Q4,1977,1,Monday,November
727,19770410,1977-04-10,10,4,Q2,1977,7,Sunday,April
728,19770124,1977-01-24,24,1,Q1,1977,1,Monday,January
729,19770404,1977-04-04,4,4,Q2,1977,1,Monday,April
730,19770509,1977-05-09,9,5,Q2,1977,1,Monday,May
731,19770516,1977-05-16,16,5,Q2,1977,1,Monday,May
732,19770823,1977-08-23,23,8,Q3,1977,2,Tuesday,August
733,19770718,1977-07-18,18,7,Q3,1977,1,Monday,July
734,19770816,1977-08-16,16,8,Q3,1977,2,Tuesday,August
735,19771017,1977-10-17,17,10,Q4,1977,1,Monday,October
736,19771106,1977-11-06,6,11,Q4,1977,7,Sunday,November
737,19770419,1977-04-19,19,4,Q2,1977,2,Tuesday,April
738,19770523,1977-05-23,23,5,Q2,1977,1,Monday,May
739,19770620,1977-06-20,20,6,Q2,1977,1,Monday,June
740,19770831,1977-08-31,31,8,Q3,1977,3,Wednesday,August
741,19770101,1977-01-01,1,1,Q1,1977,6,Saturday,January
742,19771219,1977-12-19,19,12,Q4,1977,1,Monday,December
743,19780104,1978-01-04,4,1,Q1,1978,3,Wednesday,January
744,19770510,1977-05-10,10,5,Q2,1977,2,Tuesday,May
745,19770131,1977-01-31,31,1,Q1,1977,1,Monday,January
746,19770725,1977-07-25,25,7,Q3,1977,1,Monday,July
747,19770207,1977-02-07,7,2,Q1,1977,1,Monday,February
748,19770731,1977-07-31,31,7,Q3,1977,7,Sunday,July
749,19770202,1977-02-02,2,2,Q1,1977,3,Wednesday,February
750,19770414,1977-04-14,14,4,Q2,1977,4,Thursday,April
751,19770221,1977-02-21,21,2,Q1,1977,1,Monday,February
752,19771229,1977-12-29,29,12,Q4,1977,4,Thursday,December
753,19770117,1977-01-17,17,1,Q1,1977,1,Monday,January
754,19770310,1977-03-10,10,3,Q1,1977,4,Thursday,March
755,19770810,1977-08-10,10,8,Q3,1977,3,Wednesday,August
756,19770318,1977-03-18,18,3,Q1,1977,5,Friday,March
757,19770428,1977-04-28,28,4,Q2,1977,4,Thursday,April
758,19770121,1977-01-21,21,1,Q1,1977,5,Friday,January
759,19771202,1977-12-02,2,12,Q4,1977,5,Friday,December
760,19770211,1977-02-11,11,2,Q1,1977,5,Friday,February
761,19770422,1977-04-22,22,4,Q2,1977,5,Friday,April
762,19770506,1977-05-06,6,5,Q2,1977,5,Friday,May
763,19770916,1977-09-16,16,9,Q3,1977,5,Friday,September
764,19771209,1977-12-09,9,12,Q4,1977,5,Friday,December
765,19771104,1977-11-04,4,11,Q4,1977,5,Friday,November
766,19771218,1977-12-18,18,12,Q4,1977,7,Sunday,December
767,19771215,1977-12-15,15,12,Q4,1977,4,Thursday,December
768,19771101,1977-11-01,1,11,Q4,1977,2,Tuesday,November
769,19770401,1977-04-01,1,4,Q2,1977,5,Friday,April
770,19770723,1977-07-23,23,7,Q3,1977,6,Saturday,July
771,19770729,1977-07-29,29,7,Q3,1977,5,Friday,July
772,19770319,1977-03-19,19,3,Q1,1977,6,Saturday,March
773,19770609,1977-06-09,9,6,Q2,1977,4,Thursday,June
774,19770715,1977-07-15,15,7,Q3,1977,5,Friday,July
775,19771021,1977-10-21,21,10,Q4,1977,5,Friday,October
776,19771001,1977-10-01,1,10,Q4,1977,6,Saturday,October
777,19771028,1977-10-28,28,10,Q4,1977,5,Friday,October
778,19770827,1977-08-27,27,8,Q3,1977,6,Saturday,August
779,19770415,1977-04-15,15,4,Q2,1977,5,Friday,April
780,19771007,1977-10-07,7,10,Q4,1977,5,Friday,October
781,19770425,1977-04-25,25,4,Q2,1977,1,Monday,April
782,19780109,1978-01-09,9,1,Q1,1978,1,Monday,January
783,19780120,1978-01-20,20,1,Q1,1978,5,Friday,January
784,19780305,1978-03-05,5,3,Q1,1978,7,Sunday,March
785,19780312,1978-03-12,12,3,Q1,1978,7,Sunday,March
786,19780403,1978-04-03,3,4,Q2,1978,1,Monday,April
787,19780619,1978-06-19,19,6,Q2,1978,1,Monday,June
788,19780416,1978-04-16,16,4,Q2,1978,7,Sunday,April
789,19780925,1978-09-25,25,9,Q3,1978,1,Monday,September
790,19781126,1978-11-26,26,11,Q4,1978,7,Sunday,November
791,19780417,1978-04-17,17,4,Q2,1978,1,Monday,April
792,19780523,1978-05-23,23,5,Q2,1978,2,Tuesday,May
793,19781008,1978-10-08,8,10,Q4,1978,7,Sunday,October
794,19780521,1978-05-21,21,5,Q2,1978,7,Sunday,May
795,19781128,1978-11-28,28,11,Q4,1978,2,Tuesday,November
796,19780710,1978-07-10,10,7,Q3,1978,1,Monday,July
797,19780717,1978-07-17,17,7,Q3,1978,1,Monday,July
798,19780724,1978-07-24,24,7,Q3,1978,1,Monday,July
799,19780820,1978-08-20,20,8,Q3,1978,7,Sunday,August
800,19781002,1978-10-02,2,10,Q4,1978,1,Monday,October
801,19781009,1978-10-09,9,10,Q4,1978,1,Monday,October
802,19781024,1978-10-24,24,10,Q4,1978,2,Tuesday,October
803,19781023,1978-10-23,23,10,Q4,1978,1,Monday,October
804,19781030,1978-10-30,30,10,Q4,1978,1,Monday,October
805,19781113,1978-11-13,13,11,Q4,1978,1,Monday,November
806,19781029,1978-10-29,29,10,Q4,1978,7,Sunday,October
807,19781224,1978-12-24,24,12,Q4,1978,7,Sunday,December
808,19780807,1978-08-07,7,8,Q3,1978,1,Monday,August
809,19780924,1978-09-24,24,9,Q3,1978,7,Sunday,September
810,19780814,1978-08-14,14,8,Q3,1978,1,Monday,August
811,19781119,1978-11-19,19,11,Q4,1978,7,Sunday,November
812,19781204,1978-12-04,4,12,Q4,1978,1,Monday,December
813,19781120,1978-11-20,20,11,Q4,1978,1,Monday,November
814,19780220,1978-02-20,20,2,Q1,1978,1,Monday,February
815,19781212,1978-12-12,12,12,Q4,1978,2,Tuesday,December
816,19780123,1978-01-23,23,1,Q1,1978,1,Monday,January
817,19780227,1978-02-27,27,2,Q1,1978,1,Monday,February
818,19780213,1978-02-13,13,2,Q1,1978,1,Monday,February
819,19780612,1978-06-12,12,6,Q2,1978,1,Monday,June
820,19780327,1978-03-27,27,3,Q1,1978,1,Monday,March
821,19780410,1978-04-10,10,4,Q2,1978,1,Monday,April
822,19780821,1978-08-21,21,8,Q3,1978,1,Monday,August
823,19780424,1978-04-24,24,4,Q2,1978,1,Monday,April
824,19780515,1978-05-15,15,5,Q2,1978,1,Monday,May
825,19780522,1978-05-22,22,5,Q2,1978,1,Monday,May
826,19780723,1978-07-23,23,7,Q3,1978,7,Sunday,July
827,19780918,1978-09-18,18,9,Q3,1978,1,Monday,September
